#HMM_family	HMM_len	Query_ID	Query_len	E-value	HMM_start	HMM_end	Query_start	Query_end	Coverage
GH30_4	484	FUN_007221-T1	438	2e-27	1	185	28	205	0.380165
GH30_2	417	FUN_007221-T1	438	1e-22	1	221	29	240	0.527578
GH30_5	456	FUN_007221-T1	438	8e-18	0	240	29	256	0.526316
GH7	415	FUN_007225-T1	495	2.8e-174	1	414	19	428	0.995181
GH92	491	FUN_007238-T1	674	1.6e-148	1	491	157	659	0.997963
GH20	337	FUN_007245-T1	603	7.5e-86	7	336	206	550	0.976261
GH3	216	FUN_007247-T1	533	2.3e-58	7	215	68	291	0.962963
AA3_3	590	FUN_007253-T1	616	2e-264	0	590	7	613	1.000000
AA3_2	568	FUN_007253-T1	616	2.4e-127	1	567	8	610	0.996479
AA3	618	FUN_007253-T1	616	2.1e-82	84	401	4	612	0.512945
AA3_1	548	FUN_007253-T1	616	3.3e-42	9	287	2	302	0.507299
CE4	130	FUN_007255-T1	495	1.2e-33	7	125	143	271	0.907692
AA7	458	FUN_007318-T1	485	1.1e-59	11	454	55	474	0.967249
GH92	491	FUN_007323-T1	821	1.7e-167	3	490	266	802	0.991853
GH95	722	FUN_007341-T1	802	1.7e-181	5	705	18	786	0.969529
GH18	296	FUN_007362-T1	401	2e-23	4	290	33	322	0.966216
GH64	367	FUN_007369-T1	449	4.9e-92	2	367	71	445	0.994550
GT32	90	FUN_007465-T1	373	1.2e-18	4	88	106	188	0.933333
GT8	257	FUN_007468-T1	369	1.5e-21	25	256	65	316	0.898833
AA1_3	312	FUN_007491-T1	563	8e-123	0	309	35	353	0.990385
AA1	358	FUN_007491-T1	563	2.7e-115	6	357	64	520	0.980447
AA1_2	337	FUN_007491-T1	563	1.2e-71	1	328	66	412	0.970326
AA1_1	303	FUN_007491-T1	563	5.8e-65	0	279	59	347	0.920792
GH16_3	230	FUN_007544-T1	483	2.8e-47	3	209	150	428	0.895652
GH16	189	FUN_007544-T1	483	2.4e-37	3	176	149	439	0.915344
GH16_5	238	FUN_007544-T1	483	4e-24	57	204	188	381	0.617647
GH16_6	274	FUN_007544-T1	483	1.3e-18	73	252	245	426	0.653285
GT2_Glyco_trans_2_3	197	FUN_007545-T1	894	2.9e-53	0	186	510	719	0.944162
GH47	446	FUN_007560-T1	549	5.1e-151	1	445	71	546	0.995516
GH92	491	FUN_007596-T1	794	6.5e-159	4	490	265	774	0.989817
GH16_18	158	FUN_007598-T1	392	2e-67	1	158	69	227	0.993671
GH16_19	174	FUN_007598-T1	392	1e-43	8	174	67	230	0.954023
GH16	189	FUN_007598-T1	392	5.7e-23	51	176	80	223	0.661376
GH16_21	206	FUN_007598-T1	392	3.3e-19	55	186	82	216	0.635922
GH47	446	FUN_007627-T1	564	7.1e-158	0	446	97	558	1.000000
AA12	401	FUN_007628-T1	512	4.8e-165	7	401	33	427	0.982544
GT76	407	FUN_007689-T1	436	1.9e-113	1	407	15	436	0.997543
GH47	446	FUN_007692-T1	523	1.8e-132	0	445	41	511	0.997758
GH18	296	FUN_007706-T1	376	1.5e-52	3	284	20	357	0.949324
GH18	296	FUN_007714-T1	438	3e-71	1	287	43	404	0.966216
AA4	522	FUN_007857-T1	542	9.6e-24	10	238	109	328	0.436782
AA7	458	FUN_007857-T1	542	1.5e-19	7	200	145	344	0.421397
GH47	446	FUN_007862-T1	697	6e-167	0	446	170	664	1.000000
GT39	223	FUN_007867-T1	773	3.9e-70	1	223	60	305	0.995516
GT69	239	FUN_007868-T1	415	1.4e-85	0	238	62	318	0.995816
GH5_7	289	FUN_007913-T1	866	1.1e-69	1	221	61	281	0.761246
GH5	275	FUN_007913-T1	866	8.9e-27	11	235	46	328	0.814545
GH5_41	256	FUN_007913-T1	866	1.1e-23	4	169	67	230	0.644531
GH18	296	FUN_007940-T1	1062	8.6e-52	4	278	334	656	0.925676
GT22	389	FUN_007981-T1	659	3.1e-92	1	389	58	509	0.997429
GT20	475	FUN_008016-T1	905	6e-159	31	475	155	613	0.934737
GH133	372	FUN_008064-T1	1557	9.4e-157	4	371	1082	1542	0.986559
GH92	491	FUN_008100-T1	854	3.5e-155	2	491	338	845	0.995927
GT59	404	FUN_008110-T1	696	4.5e-136	1	404	67	613	0.997525
GT15	273	FUN_008168-T1	406	5.6e-126	0	272	82	353	0.996337
GT58	364	FUN_008176-T1	420	4.1e-144	3	364	25	389	0.991758
GH55	740	FUN_008193-T1	767	1.4e-201	4	732	23	751	0.983784
GT64	248	FUN_008200-T1	350	1.3e-52	0	244	86	332	0.983871
GT32	90	FUN_008201-T1	359	6.3e-20	2	84	88	165	0.911111
GH5_5	282	FUN_008232-T1	355	1e-95	29	281	72	329	0.893617
GH5	275	FUN_008232-T1	355	1.6e-34	37	238	74	329	0.730909
GH5_4	276	FUN_008232-T1	355	5.6e-23	12	260	73	309	0.898551
GH5_25	262	FUN_008232-T1	355	2.2e-20	14	172	78	249	0.603053
GH5_39	293	FUN_008232-T1	355	2.2e-19	15	152	79	216	0.467577
GH79	455	FUN_008235-T1	414	8.6e-27	47	389	4	341	0.751648
GH105	332	FUN_008237-T1	372	2.4e-107	7	331	46	368	0.975904
GH6	294	FUN_008238-T1	328	2.1e-92	19	290	1	287	0.921769
CE4	130	FUN_008246-T1	260	7.7e-19	29	127	1	100	0.753846
GH5_15	300	FUN_008248-T1	429	2.2e-128	2	299	97	400	0.990000
GH5_9	303	FUN_008248-T1	429	5.9e-39	0	235	105	356	0.775578
GH5	275	FUN_008248-T1	429	2.4e-28	19	257	99	414	0.865455
GH5_50	283	FUN_008248-T1	429	1.6e-27	1	281	104	392	0.989399
GH5_49	293	FUN_008248-T1	429	1.9e-21	0	290	102	394	0.989761
GH28	325	FUN_008253-T1	457	1.2e-55	43	319	112	438	0.849231
GH65	372	FUN_008261-T1	631	1.4e-69	0	296	365	626	0.795699
GH45	198	FUN_008294-T1	242	4.1e-18	0	113	19	115	0.570707
GH24	137	FUN_008314-T1	268	7.5e-39	0	137	107	250	1.000000
GH18	296	FUN_008368-T1	359	1.5e-18	3	211	33	293	0.702703
GT32	90	FUN_008389-T1	366	2.4e-22	1	83	116	193	0.911111
AA7	458	FUN_008395-T1	502	1.7e-54	18	455	77	494	0.954148
AA7	458	FUN_008397-T1	510	3.3e-54	13	453	80	502	0.960699
GH64	367	FUN_008422-T1	445	3.2e-83	3	367	65	440	0.991826
GT34	246	FUN_008448-T1	310	6.8e-78	1	242	65	292	0.979675
GH5_5	282	FUN_008468-T1	438	5.5e-89	0	281	23	316	0.996454
GH5	275	FUN_008468-T1	438	1.4e-31	39	237	65	315	0.720000
GH5_4	276	FUN_008468-T1	438	2.6e-20	16	244	65	281	0.826087
AA3_2	568	FUN_008477-T1	578	3.7e-166	1	567	2	576	0.996479
AA3	618	FUN_008477-T1	578	1.8e-88	87	400	1	577	0.506472
AA3_3	590	FUN_008477-T1	578	1.1e-71	1	448	2	467	0.757627
AA3_1	548	FUN_008477-T1	578	3.2e-58	15	375	2	361	0.656934
CE5	189	FUN_008488-T1	235	6.9e-43	0	187	28	232	0.989418
AA2	255	FUN_008491-T1	564	1.8e-26	17	244	66	295	0.890196
AA1	358	FUN_008534-T1	610	1.8e-73	5	357	40	587	0.983240
AA1_3	312	FUN_008534-T1	610	4.4e-55	10	201	27	232	0.612179
AA1_1	303	FUN_008534-T1	610	2.8e-38	1	172	42	227	0.564356
GH18	296	FUN_008567-T1	401	1.5e-25	3	203	30	268	0.675676
GH28	325	FUN_008627-T1	379	2.9e-73	19	320	53	373	0.926154
GH11	177	FUN_008629-T1	229	1.7e-61	4	175	55	224	0.966102
GH39	431	FUN_008633-T1	451	7.6e-20	112	291	130	294	0.415313
GH16_21	206	FUN_008634-T1	206	6.2e-25	3	188	13	184	0.898058
GH16	189	FUN_008634-T1	206	2.6e-19	6	186	13	201	0.952381
GH64	367	FUN_008661-T1	379	1.9e-109	0	367	2	376	1.000000
GH16_23	192	FUN_008662-T1	395	2.7e-89	6	192	111	298	0.968750
GH16_21	206	FUN_008662-T1	395	6.4e-21	53	205	135	295	0.737864
GH16	189	FUN_008662-T1	395	1.2e-20	37	189	116	298	0.804233
GT57	481	FUN_008755-T1	501	1.4e-176	2	479	15	493	0.991684
GH72	312	FUN_008883-T1	478	6.2e-114	3	312	16	332	0.990385
GT90	250	FUN_008927-T1	543	3.8e-63	12	248	256	529	0.944000
GH16_22	216	FUN_008981-T1	427	5e-91	2	216	96	314	0.990741
GH16	189	FUN_008981-T1	427	3.8e-24	3	188	86	314	0.978836
GH16_23	192	FUN_008981-T1	427	3e-20	5	190	131	313	0.963542
CE1	227	FUN_008996-T1	286	8.7e-48	1	225	24	281	0.986784
GH55	740	FUN_009024-T1	776	6e-289	3	739	31	773	0.994595
GH3	216	FUN_009042-T1	874	8.1e-57	2	216	85	307	0.990741
AA7	458	FUN_009075-T1	514	1e-45	4	209	55	262	0.447598
GH65	372	FUN_009082-T1	1079	4.3e-80	2	369	405	769	0.986559
AA7	458	FUN_009139-T1	474	1.5e-85	6	219	40	261	0.465066
CE4	130	FUN_009146-T1	297	7.7e-31	5	127	80	214	0.938462
CBM21	107	FUN_009177-T1	769	2.1e-32	1	107	321	430	0.990654
GH18	296	FUN_009194-T1	605	1.8e-34	4	158	416	604	0.520270
GH18	296	FUN_002326-T1	357	4.9e-57	2	284	18	342	0.952703
GH76	358	FUN_002342-T1	613	1.4e-56	18	329	63	488	0.868715
GH2	752	FUN_002357-T1	854	3.1e-91	26	572	3	760	0.726064
GT24	248	FUN_002415-T1	1486	2.1e-135	0	248	1170	1418	1.000000
GT48	739	FUN_002416-T1	1938	0.0	0	733	851	1631	0.991881
GT25	181	FUN_002418-T1	393	6.6e-26	1	168	82	293	0.922652
AA3_2	568	FUN_002525-T1	598	9.2e-175	0	568	11	593	1.000000
AA3	618	FUN_002525-T1	598	2.9e-90	85	404	9	597	0.516181
AA3_3	590	FUN_002525-T1	598	8.2e-80	2	461	13	490	0.777966
GH5_12	539	FUN_002554-T1	770	1.9e-223	0	539	14	548	1.000000
GH5	275	FUN_002554-T1	770	4.3e-31	3	238	14	549	0.854545
GH5_27	324	FUN_002554-T1	770	2.8e-18	0	193	47	253	0.595679
GH5_43	371	FUN_002554-T1	770	3.2e-18	0	207	14	253	0.557951
GH1	429	FUN_002570-T1	484	5.2e-160	3	427	5	477	0.988345
AA7	458	FUN_002604-T1	571	5.2e-50	18	204	128	325	0.406114
GT1	382	FUN_002607-T1	512	9.7e-19	127	382	218	509	0.667539
GH92	491	FUN_002617-T1	810	6.1e-156	3	490	261	762	0.991853
GH43_11	292	FUN_002623-T1	553	1.5e-147	0	292	3	295	1.000000
GH43_12	281	FUN_002623-T1	553	2.1e-92	0	280	4	294	0.996441
GH43_13	304	FUN_002623-T1	553	1.7e-80	0	303	3	294	0.996711
GH43_14	291	FUN_002623-T1	553	4.6e-78	1	290	4	294	0.993127
GH43	248	FUN_002623-T1	553	1.6e-63	0	247	3	295	0.995968
GH43_10	271	FUN_002623-T1	553	1.4e-51	0	270	4	294	0.996310
GH43_9	272	FUN_002623-T1	553	2.9e-49	0	272	4	295	1.000000
CBM91	200	FUN_002623-T1	553	1.3e-47	2	198	320	535	0.980000
GH43_8	281	FUN_002623-T1	553	6e-34	0	280	5	294	0.996441
GH43_34	280	FUN_002623-T1	553	1.1e-31	0	278	5	292	0.992857
GH43_15	274	FUN_002623-T1	553	7.3e-29	2	271	5	289	0.981752
GH43_3	299	FUN_002623-T1	553	2.1e-27	1	298	4	294	0.993311
GH43_36	266	FUN_002623-T1	553	1.6e-24	1	265	5	294	0.992481
GH43_30	265	FUN_002623-T1	553	3.2e-24	2	262	13	277	0.981132
GH43_31	268	FUN_002623-T1	553	1.5e-21	3	251	13	268	0.925373
GH43_4	310	FUN_002623-T1	553	1.7e-19	3	239	14	237	0.761290
GH43_29	278	FUN_002623-T1	553	2e-19	0	275	5	292	0.989209
GT20	475	FUN_002664-T1	536	6.2e-204	7	474	9	478	0.983158
GH16_18	158	FUN_002683-T1	432	1.4e-44	1	158	83	251	0.993671
GH16_19	174	FUN_002683-T1	432	1.3e-39	14	172	87	252	0.908046
GH16_21	206	FUN_002683-T1	432	7.2e-22	12	187	48	242	0.849515
GH16	189	FUN_002683-T1	432	1.3e-19	9	175	49	238	0.878307
GH47	446	FUN_002763-T1	1069	2.5e-168	1	446	235	1059	0.997758
GT69	239	FUN_002873-T1	554	3.8e-50	1	233	204	453	0.970711
GH18	296	FUN_002896-T1	432	1.9e-81	2	286	40	393	0.959459
CE9	373	FUN_003017-T1	437	1.7e-116	0	363	17	409	0.973190
GH3	216	FUN_003018-T1	929	1.5e-49	8	215	85	311	0.958333
AA7	458	FUN_003023-T1	502	1.6e-52	5	211	64	269	0.449782
GH5_9	303	FUN_003031-T1	762	3.5e-103	0	303	396	719	1.000000
GH5_45	299	FUN_003031-T1	762	9.9e-32	2	241	395	631	0.799331
GH5_14	277	FUN_003031-T1	762	1.8e-29	2	232	394	631	0.830325
GH5_50	283	FUN_003031-T1	762	1.8e-28	0	223	394	616	0.787986
GH5	275	FUN_003031-T1	762	1.8e-27	19	274	388	720	0.927273
GH5_44	302	FUN_003031-T1	762	6.5e-26	1	107	397	510	0.350993
GH5_15	300	FUN_003031-T1	762	1.8e-21	3	230	389	608	0.756667
GH5_46	257	FUN_003031-T1	762	6.7e-21	5	216	392	602	0.821012
GH5_22	286	FUN_003031-T1	762	4.7e-19	7	216	386	607	0.730769
GH115	697	FUN_003064-T1	984	1.2e-232	12	586	19	630	0.823529
GH81	622	FUN_003068-T1	839	9.8e-220	9	622	153	832	0.985531
GT50	262	FUN_003178-T1	417	8.1e-99	0	262	135	403	1.000000
GT2_Chitin_synth_1	163	FUN_003268-T1	906	1.2e-70	0	163	212	381	1.000000
GT2_Chitin_synth_2	527	FUN_003268-T1	906	2.4e-27	202	406	357	569	0.387097
GT62	268	FUN_003291-T1	404	1.4e-108	1	267	98	362	0.992537
GH72	312	FUN_003303-T1	456	6.2e-125	2	311	31	332	0.990385
GH43_34	280	FUN_003329-T1	503	6e-100	0	280	35	316	1.000000
GH43_29	278	FUN_003329-T1	503	5.2e-61	2	278	37	317	0.992806
GH43	248	FUN_003329-T1	503	8e-60	2	247	35	317	0.987903
GH43_3	299	FUN_003329-T1	503	5.5e-58	2	297	35	314	0.986622
GH43_33	315	FUN_003329-T1	503	1.5e-49	8	146	48	189	0.438095
GH43_16	311	FUN_003329-T1	503	1.1e-46	1	311	35	317	0.996785
GH43_2	273	FUN_003329-T1	503	3.8e-46	1	273	43	316	0.996337
GH43_31	268	FUN_003329-T1	503	1.2e-42	2	262	42	305	0.970149
GH43_32	267	FUN_003329-T1	503	4.8e-42	0	266	52	314	0.996255
GH43_30	265	FUN_003329-T1	503	1.3e-35	2	253	43	292	0.947170
GH43_9	272	FUN_003329-T1	503	6.8e-33	1	271	35	316	0.992647
GH43_19	233	FUN_003329-T1	503	1.6e-32	3	220	42	314	0.931330
GH43_1	310	FUN_003329-T1	503	3.5e-32	5	151	40	184	0.470968
GH43_10	271	FUN_003329-T1	503	3e-31	1	250	35	290	0.918819
CBM66	155	FUN_003329-T1	503	1.1e-30	1	155	331	495	0.993548
GH43_26	294	FUN_003329-T1	503	1.5e-29	2	293	35	316	0.989796
GH43_8	281	FUN_003329-T1	503	2.7e-29	1	262	36	298	0.928826
GH43_24	246	FUN_003329-T1	503	4.5e-27	4	238	51	287	0.951220
GH43_12	281	FUN_003329-T1	503	4.2e-25	1	257	35	295	0.911032
GH43_22	209	FUN_003329-T1	503	1.6e-24	3	208	42	292	0.980861
GH43_11	292	FUN_003329-T1	503	2.7e-22	2	289	35	314	0.982877
GH43_5	287	FUN_003329-T1	503	1.5e-21	2	285	44	315	0.986063
GH43_37	242	FUN_003329-T1	503	9.5e-21	18	236	57	272	0.900826
GH43_4	310	FUN_003329-T1	503	1.7e-20	3	228	44	255	0.725806
GH43_18	229	FUN_003329-T1	503	1.5e-19	4	228	43	276	0.978166
GH43_14	291	FUN_003329-T1	503	2.1e-19	2	226	35	258	0.769759
GH76	358	FUN_003334-T1	456	1.2e-98	10	344	24	390	0.932961
GH30_5	456	FUN_003339-T1	479	1.7e-147	1	456	24	471	0.997807
GH30	417	FUN_003339-T1	479	9e-58	7	413	14	440	0.973621
GH30_4	484	FUN_003339-T1	479	3.1e-33	1	442	22	420	0.911157
GT8	257	FUN_003376-T1	323	2.9e-40	23	256	6	287	0.906615
GT2_Chitin_synth_1	163	FUN_003424-T1	914	4.9e-75	0	163	244	407	1.000000
GT2_Chitin_synth_2	527	FUN_003424-T1	914	2.8e-24	203	408	384	595	0.388994
GH76	358	FUN_003479-T1	469	3.9e-102	9	351	30	408	0.955307
GH95	722	FUN_003493-T1	795	3.9e-189	4	715	2	772	0.984765
AA2	255	FUN_003505-T1	759	1.5e-38	18	114	80	177	0.376471
GH11	177	FUN_003520-T1	223	3.8e-76	0	177	43	221	1.000000
GH30_7	443	FUN_003559-T1	459	3e-178	1	442	19	456	0.995485
GH30	417	FUN_003559-T1	459	7.6e-75	10	415	16	457	0.971223
GH30_3	417	FUN_003559-T1	459	3.3e-41	2	400	18	415	0.954436
GH30_4	484	FUN_003559-T1	459	1.1e-39	1	483	21	456	0.995868
GH30_8	342	FUN_003559-T1	459	3e-36	1	338	21	414	0.985380
GH30_1	416	FUN_003559-T1	459	1.8e-31	1	253	19	278	0.605769
GH30_5	456	FUN_003559-T1	459	2.3e-29	0	456	22	456	1.000000
GH30_2	417	FUN_003559-T1	459	2e-20	1	400	22	414	0.956835
CE15	269	FUN_003560-T1	405	5.6e-93	0	268	54	376	0.996283
PL20	229	FUN_003561-T1	258	2.3e-106	0	229	22	257	1.000000
GH2	752	FUN_003563-T1	957	3e-72	27	542	25	814	0.684840
GH75	220	FUN_003587-T1	89	1.6e-37	139	219	2	85	0.363636
CE3	194	FUN_003631-T1	1568	5.5e-45	0	194	55	255	1.000000
CBM24	76	FUN_003631-T1	1568	1.9e-19	1	76	939	1013	0.986842
GT4	160	FUN_003673-T1	962	4e-37	8	158	230	408	0.937500
CBM66	155	FUN_003716-T1	638	3.7e-69	2	155	308	463	0.987097
GH18	296	FUN_003717-T1	1269	1.1e-38	3	279	505	842	0.932432
GT39	223	FUN_003782-T1	743	1.8e-72	1	223	67	306	0.995516
GH72	312	FUN_003829-T1	457	2.3e-106	3	291	18	295	0.923077
GT4	160	FUN_003866-T1	480	1.7e-35	5	148	213	354	0.893750
GH105	332	FUN_003917-T1	382	5.4e-18	10	283	46	331	0.822289
GT2_Chitin_synth_2	527	FUN_003977-T1	1859	3.9e-247	2	527	1207	1714	0.996205
GT2_Chitin_synth_2	527	FUN_003978-T1	1767	1.1e-227	2	524	1046	1553	0.990512
GT2_Glyco_trans_2_3	197	FUN_003978-T1	1767	1e-17	1	193	1237	1473	0.974619
GT62	268	FUN_003997-T1	468	3.3e-125	2	268	83	347	0.992537
GH125	402	FUN_004056-T1	541	2e-162	0	402	86	521	1.000000
GT2_Chitin_synth_1	163	FUN_004072-T1	1229	1.4e-78	0	163	538	701	1.000000
GT2_Chitin_synth_2	527	FUN_004072-T1	1229	1.9e-24	203	411	678	891	0.394687
GH27	229	FUN_004097-T1	499	7.7e-73	2	223	123	402	0.965066
GH27	229	FUN_004100-T1	476	3.5e-41	10	229	183	453	0.956332
GH92	491	FUN_004124-T1	781	2e-135	2	491	256	746	0.995927
GH54	316	FUN_004133-T1	510	2.1e-152	0	314	27	344	0.993671
CBM42	136	FUN_004133-T1	510	1.8e-58	1	136	364	505	0.992647
GH10	303	FUN_004138-T1	347	5.7e-104	1	301	50	343	0.990099
GT33	425	FUN_004178-T1	474	2.1e-142	1	424	53	467	0.995294
GT35	674	FUN_004192-T1	885	1.1e-278	1	674	162	878	0.998516
CE16	267	FUN_004200-T1	342	7.3e-63	0	266	27	327	0.996255
AA11	191	FUN_004202-T1	234	2.5e-62	11	188	40	213	0.926702
GH76	358	FUN_004206-T1	473	1.6e-96	8	351	25	399	0.958101
AA7	458	FUN_004237-T1	1150	2.5e-39	12	194	304	506	0.397380
GH16_1	229	FUN_004311-T1	765	9.7e-81	8	228	50	280	0.960699
GH16	189	FUN_004311-T1	765	4.3e-20	36	189	51	300	0.809524
GH76	358	FUN_004315-T1	409	2.6e-86	15	336	33	391	0.896648
GH132	303	FUN_004402-T1	499	7.9e-82	34	302	39	314	0.884488
AA4	522	FUN_004509-T1	653	1.5e-24	10	239	173	397	0.438697
AA7	458	FUN_004509-T1	653	2.2e-22	7	204	211	421	0.430131
AA3_2	568	FUN_004517-T1	604	7.2e-177	2	568	7	600	0.996479
AA3	618	FUN_004517-T1	604	1.3e-86	87	401	5	601	0.508091
AA3_3	590	FUN_004517-T1	604	8e-78	2	448	7	485	0.755932
AA1	358	FUN_004531-T1	597	3.9e-84	6	358	35	550	0.983240
AA1_2	337	FUN_004531-T1	597	2.2e-43	6	227	42	276	0.655786
AA1_1	303	FUN_004531-T1	597	1e-38	4	270	34	308	0.877888
AA1_3	312	FUN_004531-T1	597	1.4e-36	12	262	18	274	0.801282
GH128	224	FUN_004566-T1	292	2.3e-60	3	224	44	279	0.986607
