#HMM_family	HMM_len	Query_ID	Query_len	E-value	HMM_start	HMM_end	Query_start	Query_end	Coverage
GH13_32	269	FUN_002577-T1	460	4.2e-28	0	246	73	304	0.914498
GH13_28	266	FUN_002577-T1	460	1.2e-26	0	214	57	251	0.804511
GH13_7	289	FUN_002577-T1	460	7.5e-26	1	286	66	332	0.986159
GH13_39	316	FUN_002577-T1	460	8.1e-26	0	316	57	345	1.000000
GH13_37	320	FUN_002577-T1	460	2.1e-25	8	165	57	222	0.490625
GH13_10	313	FUN_002577-T1	460	3.2e-25	4	147	57	218	0.456869
GH13_9	301	FUN_002577-T1	460	5e-19	0	137	67	215	0.455150
GH13_11	351	FUN_002577-T1	460	5.6e-18	1	172	57	217	0.487179
CE4	130	FUN_002587-T1	308	1e-19	23	127	44	149	0.800000
GH79	455	FUN_002632-T1	538	2.1e-30	0	424	48	503	0.931868
GH43_30	265	FUN_002643-T1	342	1e-77	0	264	51	330	0.996226
GH43	248	FUN_002643-T1	342	4e-38	12	241	52	335	0.923387
GH43_3	299	FUN_002643-T1	342	8.3e-29	8	227	51	285	0.732441
GH43_34	280	FUN_002643-T1	342	7.8e-27	7	274	52	334	0.953571
GH43_8	281	FUN_002643-T1	342	3.2e-26	6	222	51	285	0.768683
GH43_31	268	FUN_002643-T1	342	9.4e-22	1	130	51	184	0.481343
GH43_33	315	FUN_002643-T1	342	7.4e-21	0	130	50	178	0.412698
GH43_29	278	FUN_002643-T1	342	2.5e-19	42	270	77	333	0.820144
GH43_26	294	FUN_002643-T1	342	1e-18	7	280	51	327	0.928571
GH43_32	267	FUN_002643-T1	342	1.2e-18	1	262	63	334	0.977528
GH114	190	FUN_002703-T1	347	1.7e-69	0	190	91	289	1.000000
GH16_1	229	FUN_002730-T1	788	2.6e-67	2	228	71	305	0.986900
GH16	189	FUN_002730-T1	788	1.5e-19	1	176	36	306	0.925926
GH47	446	FUN_002731-T1	510	4.2e-128	0	446	38	508	1.000000
GH89	663	FUN_002760-T1	759	1.1e-196	1	658	69	748	0.990950
GH76	358	FUN_002774-T1	410	1e-90	28	338	46	397	0.865922
GH17	311	FUN_002800-T1	448	2.3e-18	46	298	80	296	0.810289
GT39	223	FUN_002837-T1	739	1.1e-73	1	223	62	301	0.995516
GH18	296	FUN_002848-T1	425	2.9e-21	4	181	137	353	0.597973
GH128	224	FUN_008597-T1	139	6.4e-26	7	103	37	133	0.428571
CE5	189	FUN_008665-T1	214	4.1e-33	0	189	23	212	1.000000
GH2	752	FUN_008671-T1	846	6.6e-78	69	510	21	647	0.586436
GH128	224	FUN_008708-T1	316	3e-62	8	224	44	278	0.964286
AA5_2	588	FUN_008855-T1	687	2.7e-232	2	587	76	684	0.994898
AA5	1281	FUN_008855-T1	687	2.3e-145	549	1023	112	684	0.370023
CBM32	124	FUN_008855-T1	687	1.6e-19	11	122	71	194	0.895161
GH1	429	FUN_008954-T1	480	1.8e-159	2	428	3	476	0.993007
GH162	484	FUN_008956-T1	450	2.1e-187	45	484	0	448	0.907025
GH75	220	FUN_008967-T1	233	8.9e-87	5	219	9	231	0.972727
GH76	358	FUN_009039-T1	606	6.3e-111	9	352	36	404	0.958101
GH2	752	FUN_009049-T1	937	7.1e-65	51	532	40	783	0.639628
GH75	220	FUN_009054-T1	298	1.7e-83	7	220	11	251	0.968182
AA3_2	568	FUN_009078-T1	594	9.3e-168	1	568	15	589	0.998239
AA3	618	FUN_009078-T1	594	5.4e-86	85	401	12	590	0.511327
AA3_3	590	FUN_009078-T1	594	6.4e-81	2	432	16	450	0.728814
AA3_1	548	FUN_009078-T1	594	4.6e-45	12	546	12	588	0.974453
AA7	458	FUN_009087-T1	605	1.8e-54	18	211	129	339	0.421397
GT1	382	FUN_009109-T1	459	7e-31	109	381	145	456	0.712042
GH5_31	283	FUN_009212-T1	362	8.9e-46	1	280	43	320	0.985866
GH5	275	FUN_009212-T1	362	1.3e-24	12	237	20	323	0.818182
GH5_7	289	FUN_009212-T1	362	3.2e-18	4	264	41	299	0.899654
GH20	337	FUN_009219-T1	627	5.9e-91	5	336	193	570	0.982196
GH55	740	FUN_009236-T1	1897	1.1e-249	5	739	107	871	0.991892
CE5	189	FUN_009331-T1	243	2.4e-29	0	189	29	241	1.000000
CE1	227	FUN_009352-T1	339	1e-19	3	160	51	245	0.691630
GT48	739	FUN_009424-T1	1792	0.0	0	733	814	1589	0.991881
GT109	411	FUN_009426-T1	438	5.3e-117	6	397	3	434	0.951338
GH125	402	FUN_009429-T1	528	2.8e-130	0	402	94	507	1.000000
AA7	458	FUN_009531-T1	500	4.5e-50	3	454	47	486	0.984716
AA3	618	FUN_009618-T1	387	3.4e-64	87	397	11	379	0.501618
CE4	130	FUN_009742-T1	269	3.2e-24	2	129	66	199	0.976923
AA3_2	568	FUN_009783-T1	579	5.2e-148	1	568	7	574	0.998239
AA3	618	FUN_009783-T1	579	8.6e-82	87	402	6	576	0.509709
AA3_3	590	FUN_009783-T1	579	1.9e-51	2	458	8	470	0.772881
AA1	358	FUN_009861-T1	660	1.8e-84	6	357	118	626	0.980447
AA1_3	312	FUN_009861-T1	660	1.3e-58	12	258	101	371	0.788462
AA1_2	337	FUN_009861-T1	660	7.8e-51	0	201	119	347	0.596439
AA1_1	303	FUN_009861-T1	660	1.3e-50	1	234	114	370	0.768977
AA2	255	FUN_009906-T1	358	9.8e-58	3	254	84	337	0.984314
GH76	358	FUN_009934-T1	463	4.7e-104	11	346	28	399	0.935754
GH132	303	FUN_010003-T1	429	6e-98	15	303	131	428	0.950495
GH37	491	FUN_010102-T1	743	2.4e-152	1	490	145	709	0.995927
GH18	296	FUN_010134-T1	489	1.3e-26	2	211	29	280	0.706081
GH15	361	FUN_010137-T1	631	1.2e-79	3	359	48	462	0.986150
CBM20	90	FUN_010137-T1	631	4.4e-25	40	73	168	202	0.366667
GH13_5	342	FUN_010212-T1	512	1.6e-138	1	342	37	380	0.997076
GH13_7	289	FUN_010212-T1	512	2.4e-52	1	288	34	376	0.993080
GH13	299	FUN_010212-T1	512	4.4e-40	14	293	27	384	0.933110
GH13_6	289	FUN_010212-T1	512	2.1e-24	1	288	35	372	0.993080
GH13_1	306	FUN_010212-T1	512	2.9e-22	2	302	26	384	0.980392
GH13_36	314	FUN_010212-T1	512	3.7e-21	8	313	33	382	0.971338
GH13_13	361	FUN_010212-T1	512	4e-19	56	240	58	300	0.509695
GH13_32	269	FUN_010212-T1	512	2.1e-18	0	246	41	343	0.914498
AA1_3	312	FUN_010219-T1	566	6.3e-127	0	311	47	357	0.996795
AA1	358	FUN_010219-T1	566	1.6e-113	6	357	76	523	0.980447
AA1_1	303	FUN_010219-T1	566	4.5e-67	0	278	71	349	0.917492
AA1_2	337	FUN_010219-T1	566	2.2e-60	1	234	78	318	0.691395
GT17	284	FUN_010313-T1	276	2.1e-73	23	283	0	265	0.915493
AA11	191	FUN_010320-T1	423	8.7e-75	0	188	17	214	0.984293
GH76	358	FUN_010323-T1	429	4.2e-87	11	329	48	415	0.888268
GT32	90	FUN_010359-T1	336	6.7e-20	2	88	85	169	0.955556
GH132	303	FUN_010381-T1	470	2.3e-79	35	301	48	316	0.877888
AA1	358	FUN_010396-T1	255	3.9e-33	58	220	0	245	0.452514
AA1_2	337	FUN_010396-T1	255	1.3e-24	51	214	0	252	0.483680
GH43_33	315	FUN_010487-T1	555	7.1e-106	2	314	47	474	0.990476
GH43_31	268	FUN_010487-T1	555	2e-34	1	104	46	180	0.384328
GH43	248	FUN_010487-T1	555	2.7e-34	10	244	45	474	0.943548
GH43_34	280	FUN_010487-T1	555	1.5e-29	7	147	47	241	0.500000
GH43_30	265	FUN_010487-T1	555	3.8e-23	1	263	47	465	0.988679
GH55	740	FUN_010514-T1	1445	1.2e-228	3	717	151	890	0.964865
GH5_5	282	FUN_010525-T1	334	1.2e-78	15	274	27	295	0.918440
GH5	275	FUN_010525-T1	334	1.6e-37	14	250	12	314	0.858182
GH5_25	262	FUN_010525-T1	334	1.8e-21	10	171	42	221	0.614504
GH79	455	FUN_010531-T1	579	4e-31	194	385	12	214	0.419780
GT62	268	FUN_010540-T1	374	5.1e-107	4	267	75	339	0.981343
GT66	693	FUN_010544-T1	739	3.7e-184	8	599	22	660	0.852814
GH65	372	FUN_010549-T1	1002	1.4e-79	2	369	389	753	0.986559
GH3	216	FUN_010599-T1	744	8e-59	2	216	25	244	0.990741
AA7	458	FUN_010619-T1	454	4.1e-45	6	455	29	450	0.980349
GT2_Chitin_synth_2	527	FUN_010731-T1	1212	1.1e-286	2	527	651	1176	0.996205
GH29	346	FUN_010782-T1	595	3.8e-86	26	346	144	501	0.924855
AA1_3	312	FUN_010789-T1	480	1.5e-108	34	311	0	275	0.887821
AA1	358	FUN_010789-T1	480	5e-108	12	357	1	437	0.963687
AA1_2	337	FUN_010789-T1	480	4e-52	5	235	1	236	0.682493
AA1_1	303	FUN_010789-T1	480	5.9e-52	11	277	1	265	0.877888
CE5	189	FUN_010864-T1	223	5.2e-42	1	188	45	219	0.989418
AA7	458	FUN_010913-T1	1160	3.2e-34	77	452	21	387	0.818777
GH18	296	FUN_010966-T1	392	3.2e-70	2	284	20	384	0.952703
GH128	224	FUN_010997-T1	216	9e-51	11	222	8	210	0.941964
GT59	404	FUN_011051-T1	675	2.9e-133	1	404	62	596	0.997525
GH13_9	301	FUN_011062-T1	693	9.9e-60	0	266	214	484	0.883721
GH13_10	313	FUN_011062-T1	693	1.5e-31	5	144	204	352	0.444089
GH13_11	351	FUN_011062-T1	693	5e-22	2	171	204	353	0.481481
GH13_14	289	FUN_011062-T1	693	3.2e-20	1	151	214	349	0.519031
GH13_13	361	FUN_011062-T1	693	2.4e-18	48	181	226	350	0.368421
GH16_1	229	FUN_011144-T1	294	9.9e-82	7	216	67	276	0.912664
GH16	189	FUN_011144-T1	294	4.5e-24	35	189	69	289	0.814815
AA7	458	FUN_011177-T1	929	4.8e-40	8	364	125	505	0.777293
GH55	740	FUN_011197-T1	594	2.6e-183	197	726	2	553	0.714865
GH128	224	FUN_011248-T1	196	5.8e-51	33	224	0	184	0.852679
GH47	446	FUN_011263-T1	481	3.9e-140	1	225	24	248	0.502242
GT90	250	FUN_002920-T1	684	1.1e-65	1	248	407	676	0.988000
GT15	273	FUN_002931-T1	394	8e-118	2	272	75	352	0.989011
AA6	195	FUN_002934-T1	202	5e-84	0	193	2	198	0.989744
CBM66	155	FUN_003003-T1	476	2.6e-29	1	155	312	471	0.993548
GH18	296	FUN_003005-T1	1279	4.1e-53	3	284	501	857	0.949324
GT20	475	FUN_003028-T1	913	3.8e-158	32	475	161	615	0.932632
GH5_27	324	FUN_003074-T1	465	1.7e-140	0	324	22	354	1.000000
GH5	275	FUN_003074-T1	465	3.7e-37	0	239	12	362	0.869091
GH5_28	336	FUN_003074-T1	465	2.3e-35	23	225	43	273	0.601190
GH5_29	342	FUN_003074-T1	465	5.3e-31	0	329	13	350	0.961988
GT17	284	FUN_003164-T1	366	6.3e-71	3	276	53	347	0.961268
GH27	229	FUN_003175-T1	545	3.9e-57	3	227	123	380	0.978166
GH35	307	FUN_003176-T1	631	5.4e-96	0	306	33	355	0.996743
CE5	189	FUN_003197-T1	174	1.6e-24	35	189	8	173	0.814815
AA11	191	FUN_003224-T1	236	4.2e-65	0	188	20	225	0.984293
GH16_4	316	FUN_003237-T1	476	8.3e-118	0	316	129	465	1.000000
GH16_3	230	FUN_003237-T1	476	4.8e-47	1	208	128	415	0.900000
GH16	189	FUN_003237-T1	476	3.3e-41	2	189	128	465	0.989418
GH16_5	238	FUN_003237-T1	476	1.2e-26	5	189	132	351	0.773109
GH16_6	274	FUN_003237-T1	476	4.4e-21	8	205	133	156	0.718978
GH3	216	FUN_003272-T1	734	1.3e-58	1	215	196	447	0.990741
CBM50	40	FUN_003335-T1	712	4.6e-28	0	39	214	258	0.975000
GH18	296	FUN_003336-T1	1111	1.2e-73	2	287	163	515	0.962838
GH3	216	FUN_003382-T1	774	4e-59	1	201	83	297	0.925926
AA7	458	FUN_003417-T1	523	1e-22	5	204	29	223	0.434498
AA5_1	563	FUN_003458-T1	635	3.8e-140	5	552	126	627	0.971581
GH89	663	FUN_003471-T1	754	8.2e-211	1	656	68	739	0.987934
GH92	491	FUN_003496-T1	804	3e-158	2	489	263	782	0.991853
GT50	262	FUN_003512-T1	445	6.2e-98	0	262	150	429	1.000000
GT25	181	FUN_003557-T1	399	1.5e-27	0	180	67	321	0.994475
GH3	216	FUN_003558-T1	541	6.1e-59	6	215	67	292	0.967593
AA11	191	FUN_003607-T1	231	4.4e-64	0	187	19	212	0.979058
GT71	264	FUN_003622-T1	483	5.3e-54	0	253	116	356	0.958333
CE3	194	FUN_003645-T1	915	1.3e-41	0	193	46	259	0.994845
GH18	296	FUN_003684-T1	1064	2.7e-63	4	287	85	432	0.956081
CBM66	155	FUN_003748-T1	334	1.3e-27	2	155	132	292	0.987097
AA11	191	FUN_003749-T1	226	2.4e-65	0	187	19	215	0.979058
GH16_1	229	FUN_003756-T1	346	1.5e-70	2	228	69	308	0.986900
GH16	189	FUN_003756-T1	346	7.7e-20	3	176	33	310	0.915344
GH13_40	359	FUN_003765-T1	596	2.9e-166	0	359	40	402	1.000000
GH13_31	349	FUN_003765-T1	596	3.2e-129	0	349	40	402	1.000000
GH13_29	344	FUN_003765-T1	596	1.1e-113	1	343	40	401	0.994186
GH13_23	344	FUN_003765-T1	596	8.1e-107	0	342	40	401	0.994186
GH13_30	365	FUN_003765-T1	596	4.9e-80	0	364	40	400	0.997260
GH13_17	350	FUN_003765-T1	596	2.3e-79	0	349	40	401	0.997143
GH13_36	314	FUN_003765-T1	596	4.4e-70	0	313	40	401	0.996815
GH13	299	FUN_003765-T1	596	5.3e-70	11	291	39	401	0.936455
GH13_16	353	FUN_003765-T1	596	9e-67	0	241	40	305	0.682720
GH13_35	351	FUN_003765-T1	596	3.2e-57	0	194	40	237	0.552707
GH13_21	308	FUN_003765-T1	596	1.2e-50	0	305	40	400	0.990260
GH13_20	300	FUN_003765-T1	596	5.6e-43	0	166	40	225	0.553333
GH13_4	400	FUN_003765-T1	596	3.5e-34	1	187	40	226	0.465000
GH13_2	310	FUN_003765-T1	596	2.1e-28	1	176	40	224	0.564516
GH13_14	289	FUN_003765-T1	596	4e-28	1	155	50	224	0.532872
GH13_39	316	FUN_003765-T1	596	1.8e-26	0	167	40	225	0.528481
GH13_1	306	FUN_003765-T1	596	2.2e-26	1	298	40	399	0.970588
GH13_10	313	FUN_003765-T1	596	1e-22	4	148	40	227	0.460064
GH13_32	269	FUN_003765-T1	596	2.7e-21	0	246	56	358	0.914498
GH13_41	294	FUN_003765-T1	596	3.5e-20	0	160	40	223	0.544218
GH13_18	343	FUN_003765-T1	596	1.3e-19	2	157	59	226	0.451895
AA1_3	312	FUN_003773-T1	562	4.6e-128	0	311	43	354	0.996795
AA1	358	FUN_003773-T1	562	1.4e-115	7	358	73	518	0.980447
AA1_1	303	FUN_003773-T1	562	2.6e-66	1	290	68	357	0.953795
AA1_2	337	FUN_003773-T1	562	4.3e-58	4	332	77	412	0.973294
AA1_2	337	FUN_003840-T1	630	2.8e-156	1	336	41	377	0.994065
AA1	358	FUN_003840-T1	630	2.5e-111	6	357	39	488	0.980447
AA1_1	303	FUN_003840-T1	630	9.1e-64	1	295	34	325	0.970297
AA1_3	312	FUN_003840-T1	630	6.8e-62	10	297	19	304	0.919872
GH18	296	FUN_003864-T1	401	4.8e-28	2	201	29	284	0.672297
GH15	361	FUN_003914-T1	676	1.1e-77	2	360	288	664	0.991690
GH2	752	FUN_003935-T1	692	3.3e-93	27	414	19	577	0.514628
GH105	332	FUN_003948-T1	401	3e-47	15	332	44	398	0.954819
GH5_15	300	FUN_004017-T1	431	8.4e-116	2	299	97	402	0.990000
GH5_9	303	FUN_004017-T1	431	4.8e-38	0	241	105	364	0.795380
GH5	275	FUN_004017-T1	431	1.4e-30	26	260	101	419	0.850909
GH5_50	283	FUN_004017-T1	431	2.9e-30	1	281	104	394	0.989399
GH5_49	293	FUN_004017-T1	431	1.6e-25	0	290	102	396	0.989761
GH5_46	257	FUN_004017-T1	431	9e-22	3	165	100	272	0.630350
GH5_22	286	FUN_004017-T1	431	5.2e-21	13	250	100	370	0.828671
GH5_47	220	FUN_004017-T1	431	2e-18	8	141	97	237	0.604545
GH3	216	FUN_004046-T1	842	1.4e-58	12	216	63	268	0.944444
GT34	246	FUN_004098-T1	311	2.4e-70	1	241	65	291	0.975610
AA7	458	FUN_004144-T1	592	5.4e-58	12	192	122	313	0.393013
GH5_24	315	FUN_004157-T1	487	3e-153	0	312	142	454	0.990476
GH5_51	351	FUN_004157-T1	487	2.8e-61	0	348	142	450	0.991453
GH5_1	310	FUN_004157-T1	487	9.5e-58	0	304	144	452	0.980645
GH5_11	313	FUN_004157-T1	487	5.5e-46	0	313	142	449	1.000000
GH5	275	FUN_004157-T1	487	1.9e-40	1	240	142	458	0.869091
GH5_20	344	FUN_004157-T1	487	2.2e-23	3	240	150	373	0.688953
GH38	269	FUN_004187-T1	1079	2.5e-88	0	259	281	543	0.962825
AA3_2	568	FUN_004328-T1	545	3.7e-143	1	330	12	326	0.579225
AA3	618	FUN_004328-T1	545	1.2e-91	84	408	8	541	0.524272
AA3_3	590	FUN_004328-T1	545	8.9e-62	1	324	12	323	0.547458
AA3_1	548	FUN_004328-T1	545	2.5e-49	8	545	5	531	0.979927
GH36	688	FUN_004384-T1	737	5.2e-232	1	687	24	720	0.997093
GH55	740	FUN_004420-T1	757	9.6e-163	6	715	30	726	0.958108
GT25	181	FUN_004438-T1	416	7.1e-20	3	181	88	313	0.983425
AA4	522	FUN_004459-T1	612	7.5e-19	7	192	134	319	0.354406
AA7	458	FUN_004459-T1	612	1.8e-18	6	194	174	368	0.410480
GT2_Glyco_tranf_2_3	230	FUN_004463-T1	524	3.5e-26	2	229	72	308	0.986957
GH128	224	FUN_004530-T1	331	1.3e-56	3	224	102	328	0.986607
GT58	364	FUN_004575-T1	436	2.1e-141	2	364	40	404	0.994505
AA12	401	FUN_004649-T1	464	3e-147	7	401	28	429	0.982544
GH81	622	FUN_004674-T1	1001	3.1e-213	7	622	310	995	0.988746
GH18	296	FUN_004752-T1	390	3.1e-25	3	290	30	327	0.969595
GT20	475	FUN_004882-T1	519	7.3e-202	11	474	13	478	0.974737
GH72	312	FUN_004889-T1	513	9.2e-124	2	310	18	332	0.987179
CBM43	83	FUN_004889-T1	513	5.6e-19	1	82	380	467	0.975904
GH76	358	FUN_004917-T1	465	8.3e-100	10	355	27	404	0.963687
GH84	295	FUN_004925-T1	666	1.6e-98	0	294	201	512	0.996610
GT22	389	FUN_004932-T1	515	7.1e-80	1	386	5	397	0.989717
AA3_1	548	FUN_004936-T1	764	6e-65	9	281	229	499	0.496350
AA3	618	FUN_004936-T1	764	5.5e-50	84	397	231	757	0.506472
AA3_2	568	FUN_004936-T1	764	2.2e-40	3	563	237	755	0.985915
GT17	284	FUN_004951-T1	363	7.4e-70	3	282	55	349	0.982394
GH92	491	FUN_004966-T1	1206	9.9e-142	2	489	669	1168	0.991853
CE16	267	FUN_004982-T1	207	1.2e-44	0	173	27	203	0.647940
GH133	372	FUN_005013-T1	1544	1.3e-154	4	371	1072	1532	0.986559
GH31	427	FUN_005030-T1	799	4.2e-120	0	427	157	598	1.000000
GH128	224	FUN_005117-T1	280	2.9e-49	7	224	53	272	0.968750
AA8	182	FUN_005125-T1	506	3.9e-18	15	176	32	181	0.884615
GT76	407	FUN_005172-T1	434	1.3e-102	4	407	21	434	0.990172
GH3	216	FUN_005219-T1	878	3.9e-56	2	216	89	311	0.990741
GH28	325	FUN_005281-T1	435	2.4e-59	12	323	71	428	0.956923
CBM50	40	FUN_005342-T1	398	1.1e-23	4	28	29	56	0.600000
GH135	237	FUN_005382-T1	310	1.3e-33	0	218	19	282	0.919831
GH20	337	FUN_005384-T1	1693	2.4e-54	8	335	1116	1448	0.970326
GH16_1	229	FUN_005403-T1	551	5.6e-38	60	228	2	193	0.733624
AA1	358	FUN_005415-T1	458	1.2e-62	58	358	0	430	0.837989
AA1_2	337	FUN_005415-T1	458	2.3e-37	51	328	0	308	0.821958
AA1_3	312	FUN_005415-T1	458	1.3e-32	81	268	0	206	0.599359
AA1_1	303	FUN_005415-T1	458	1.6e-28	61	233	0	193	0.567657
GH27	229	FUN_005450-T1	531	1.8e-57	1	227	123	378	0.986900
AA3_1	548	FUN_005491-T1	564	2.2e-183	6	547	16	561	0.987226
AA3_2	568	FUN_005491-T1	564	7.7e-59	1	566	25	559	0.994718
AA3	618	FUN_005491-T1	564	1.2e-51	87	400	24	561	0.506472
AA3_3	590	FUN_005491-T1	564	1.7e-28	1	289	25	301	0.488136
GT39	223	FUN_005500-T1	764	1.8e-71	1	223	59	304	0.995516
GT69	239	FUN_005501-T1	412	2.3e-82	0	238	58	316	0.995816
GH5_5	282	FUN_005506-T1	413	1.4e-89	0	281	22	315	0.996454
GH5	275	FUN_005506-T1	413	3.3e-34	35	243	59	320	0.756364
GH5_4	276	FUN_005506-T1	413	1.2e-19	10	242	58	308	0.840580
GH5_25	262	FUN_005506-T1	413	5.8e-19	14	145	65	198	0.500000
GH5_39	293	FUN_005506-T1	413	1.5e-18	19	154	70	205	0.460751
GH16_3	230	FUN_005509-T1	317	9.6e-49	2	230	38	312	0.991304
GH16	189	FUN_005509-T1	317	5.9e-33	2	189	37	312	0.989418
AA7	458	FUN_005591-T1	471	3.6e-56	11	453	36	461	0.965066
